carat,cut,color,clarity,price
1.72,3,4,2,9.283
1.5,0,4,1,8.966
1.21,3,3,3,9.043
2.1,4,4,2,9.719
2.06,4,6,2,9.336
1.06,4,5,4,8.615
0.53,4,2,1,7.217
0.6,2,0,1,7.518
0.32,4,0,2,6.417
0.9,1,5,2,7.825
0.54,4,2,3,7.569
1.02,4,0,3,8.87
0.54,4,2,3,7.452
0.43,3,2,1,6.924
1.22,2,3,2,8.765
1.06,3,2,1,8.489
0.51,4,0,2,7.215
1.53,4,5,2,8.995
0.5,1,1,3,7.499
2.01,0,3,2,9.602
1.02,4,3,4,8.802
1.22,2,6,1,8.523
1.02,1,5,2,8.257
0.9,1,3,3,8.421
0.61,4,6,3,7.358
0.81,4,2,1,8.008
0.39,1,2,4,6.669
0.71,3,2,7,8.183
0.41,4,3,7,7.22
0.7,4,1,1,7.989
1.11,1,5,4,8.528
2.16,3,5,1,9.759
0.9,2,2,4,8.486
0.9,1,0,2,8.244
1.56,4,4,2,9.114
0.92,4,6,3,8.157
1.54,2,3,2,9.083
0.3,4,2,3,6.594
0.41,3,1,6,7.22
0.35,3,3,3,6.56
1.01,3,4,4,8.392
0.31,4,0,5,6.89
1.04,4,2,2,8.44
0.3,4,2,1,6.31
0.7,2,0,4,8.001
0.3,4,3,1,6.168
1.05,4,4,2,8.374
1.0,3,5,2,7.936
0.35,3,3,3,6.56
1.5,0,4,3,8.993
1.42,2,3,3,9.346
0.91,3,2,2,8.228
0.42,1,2,1,6.582
1.0,2,2,2,8.303
0.3,2,0,1,6.165
1.21,2,3,5,9.144
1.2,3,3,4,8.944
0.37,4,2,4,6.615
0.7,1,4,1,7.781
2.0,2,3,1,9.808
0.72,4,1,1,7.725
2.14,3,3,2,9.457
0.3,4,1,3,6.542
1.07,3,5,1,8.325
1.2,4,0,2,8.723
0.41,4,0,1,6.612
1.61,3,4,1,9.321
0.3,1,0,6,6.715
0.3,4,4,3,6.301
0.32,3,6,1,6.174
1.03,4,4,3,8.492
1.0,3,2,2,8.407
0.36,2,1,6,7.039
0.52,4,0,4,7.469
0.32,4,0,4,6.631
1.6,4,3,4,9.58
0.52,4,1,4,7.345
0.31,4,4,6,6.81
1.04,4,2,0,8.221
0.56,4,4,4,7.236
1.01,1,1,4,8.692
0.36,4,3,3,6.615
0.35,3,1,1,6.669
1.66,3,5,2,8.577
0.25,4,2,4,6.282
1.21,3,2,3,9.212
0.36,4,1,6,6.95
0.38,4,0,4,6.838
0.26,3,2,3,6.363
0.23,4,1,4,6.306
2.16,4,1,2,9.756
0.75,2,4,3,7.829
2.02,2,6,4,9.515
0.55,3,1,1,7.396
1.55,3,1,2,8.876
1.27,4,3,6,9.306
0.32,1,1,1,6.33
0.34,2,4,6,6.903
1.51,3,4,4,9.344
1.19,4,6,1,8.451
0.57,4,2,3,7.633
1.57,4,3,5,9.625
1.5,3,0,1,9.398
0.7,4,5,3,7.782
0.67,3,3,1,7.557
1.62,3,2,1,9.37
0.71,4,0,4,8.059
0.41,3,1,2,6.775
1.05,4,5,1,8.415
1.04,4,4,2,8.408
1.51,3,1,1,9.445
0.9,2,3,4,8.389
0.31,1,3,5,6.561
0.4,4,0,4,7.066
0.74,4,1,2,7.81
1.08,3,1,2,8.446
0.4,4,1,4,6.855
0.32,4,2,5,6.667
1.34,3,3,2,8.792
0.9,4,2,1,8.387
0.81,3,5,5,8.034
1.15,4,4,2,8.37
1.1,4,4,1,8.637
0.4,2,4,5,6.782
1.02,0,3,5,8.815
1.01,2,0,2,8.476
2.19,4,5,2,9.649
0.91,2,1,4,8.475
1.05,3,4,4,8.607
1.6,3,3,1,9.323
0.53,4,2,1,7.402
1.2,2,2,2,8.565
0.32,4,3,5,6.593
0.71,4,2,3,7.951
1.15,4,4,2,8.483
1.5,3,0,1,9.381
1.53,4,6,4,8.929
1.0,1,1,1,8.584
0.52,3,1,4,7.406
0.81,4,2,1,8.054
0.52,3,0,2,7.233
0.52,4,1,4,7.473
0.9,1,1,7,8.825
0.96,0,4,4,8.205
0.37,4,1,1,6.407
0.38,4,3,7,7.026
0.35,4,0,4,6.969
1.24,4,3,2,8.616
0.24,4,2,5,6.265
0.32,4,3,3,6.719
1.34,2,6,2,8.663
0.4,4,5,6,6.768
1.09,1,4,1,8.501
0.31,4,0,4,6.599
0.41,4,4,5,6.868
0.34,3,4,5,6.78
1.02,3,2,2,8.352
0.48,1,2,3,7.246
1.23,3,3,3,9.167
1.16,3,0,0,8.219
0.28,2,4,3,6.061
1.1,4,3,3,8.851
0.58,4,4,7,7.711
1.35,2,5,2,8.627
0.77,2,5,4,7.857
0.5,3,1,4,7.352
1.23,2,3,2,8.525
0.42,4,0,1,6.947
0.9,0,1,4,8.308
0.24,2,4,5,6.068
1.63,2,4,6,9.489
0.4,4,2,6,7.095
0.7,4,1,5,8.344
2.51,2,6,1,9.732
1.2,2,5,4,8.697
0.59,3,4,5,7.542
0.9,0,5,1,7.963
0.52,4,2,4,7.591
1.01,2,1,1,8.659
0.35,4,1,4,6.642
1.0,0,2,2,8.288
0.76,4,1,1,7.989
1.12,3,3,1,8.563
1.14,3,1,5,9.254
1.52,2,2,4,9.489
2.21,3,4,2,9.538
0.41,4,2,7,7.272
0.24,4,3,3,6.078
0.72,3,3,5,7.908
0.71,2,2,4,8.004
0.38,4,3,6,6.973
0.91,1,6,4,8.099
0.31,4,3,7,6.792
0.38,3,2,1,6.8
1.01,3,1,4,8.754
0.37,2,1,3,6.83
0.56,2,1,4,7.479
0.52,2,4,1,7.013
0.34,4,4,1,6.194
0.38,4,3,6,6.855
1.23,4,6,3,8.716
0.44,1,2,2,6.881
1.1,3,0,4,8.734
0.81,1,0,1,8.064
0.43,3,2,3,6.962
1.5,2,3,1,9.272
1.5,4,4,2,9.116
2.01,4,5,1,9.249
0.32,4,1,1,6.246
1.57,2,6,4,9.052
0.35,4,4,7,6.756
0.91,2,2,2,8.307
1.22,4,4,1,8.803
1.2,2,4,0,8.215
1.17,4,5,1,8.535
0.31,1,3,7,6.829
0.3,4,2,5,6.601
0.29,4,2,3,6.319
1.12,4,2,4,8.833
0.96,0,3,2,7.799
0.43,3,3,6,7.142
0.33,4,2,6,6.78
0.43,4,4,1,6.823
0.3,2,3,3,6.372
1.01,4,2,4,8.642
1.01,2,5,0,7.971
0.52,4,3,1,7.189
1.03,4,0,7,9.775
1.24,2,1,3,9.23
0.54,4,3,3,7.521
0.88,4,2,2,8.194
0.51,3,3,2,6.912
1.01,4,3,4,8.849
0.33,4,3,5,6.872
1.0,1,0,2,8.395
0.52,4,2,3,7.37
1.17,4,4,2,8.521
0.8,4,2,4,8.48
0.25,2,1,3,6.078
0.34,2,3,5,6.653
1.8,4,0,2,8.97
0.3,2,4,5,6.326
0.42,4,3,4,6.742
0.32,2,2,3,6.418
1.08,4,2,4,8.959
0.33,2,1,4,6.649
0.23,2,2,5,6.157
0.31,0,3,3,6.544
1.17,2,0,3,9.276
0.3,2,3,6,6.538
0.43,4,4,1,6.574
1.5,2,2,4,9.564
0.91,4,1,4,8.313
1.83,3,3,0,8.75
0.8,3,3,2,7.804
0.33,4,2,4,6.501
1.51,4,5,4,9.153
0.37,4,0,4,6.775
1.5,2,3,2,9.057
1.73,3,3,5,9.819
0.9,1,4,2,8.041
0.3,3,1,4,6.489
1.01,2,3,4,8.707
0.37,4,2,3,6.948
1.6,3,3,6,9.753
0.9,2,3,2,8.154
1.04,4,5,1,8.377
0.35,2,4,4,6.314
0.33,4,0,4,6.661
0.4,4,1,1,6.851
0.93,2,1,1,8.419
1.08,1,1,1,8.626
0.51,4,1,1,7.212
0.74,4,3,5,8.251
0.41,4,3,5,6.915
0.7,4,2,1,7.89
0.32,3,2,4,6.469
0.51,4,2,3,7.476
1.09,2,5,2,8.313
0.79,4,1,1,8.088
1.77,4,6,3,9.319
0.43,4,1,5,7.176
1.01,2,2,4,8.713
0.72,1,6,1,7.344
1.39,2,3,4,9.257
1.02,2,1,1,8.479
0.33,2,4,1,6.138
0.41,3,3,1,6.828
0.9,2,4,6,8.448
1.31,3,0,6,9.77
0.52,4,3,7,7.778
0.52,4,0,4,7.497
0.34,4,3,6,6.738
0.51,2,5,1,6.958
0.53,4,4,6,7.482
1.02,4,6,5,8.278
1.2,1,4,2,8.533
1.07,4,3,7,9.144
0.7,3,6,4,7.57
0.38,4,3,3,6.725
0.33,3,5,4,6.387
0.5,2,1,2,6.982
0.54,3,0,1,7.375
1.51,1,6,2,8.717
0.35,4,4,7,6.825
0.6,4,3,4,7.493
1.13,4,4,1,8.685
0.34,4,2,4,6.531
1.5,2,2,5,9.688
0.97,3,2,2,8.31
0.3,4,0,4,6.565
0.7,2,1,4,7.99
0.31,1,4,6,6.561
0.62,3,3,4,7.518
0.35,4,1,6,6.937
0.31,2,1,5,6.557
1.24,0,3,2,8.308
0.35,4,3,6,6.788
0.3,3,0,4,6.565
1.01,3,4,1,8.415
0.27,4,1,5,6.683
0.32,4,2,5,6.605
1.33,3,3,2,8.79
0.33,4,3,2,6.138
0.53,4,1,1,7.25
1.25,3,5,4,8.713
0.32,3,2,6,7.119
0.51,3,3,3,7.412
2.01,3,4,2,9.363
0.58,4,1,4,7.501
0.9,3,5,1,8.125
0.31,4,4,1,6.125
1.12,2,4,2,8.411
0.27,2,1,6,6.382
0.4,3,2,2,6.762
0.52,4,5,1,6.979
0.31,4,1,1,6.399
0.32,2,2,6,6.787
1.01,4,1,2,8.448
0.31,4,2,4,6.687
0.34,3,0,2,6.229
0.32,1,2,1,6.385
0.5,1,2,4,7.268
0.5,2,1,3,7.47
0.33,3,3,3,6.75
0.89,4,1,2,8.262
1.01,1,3,2,8.256
0.91,2,3,1,8.265
0.53,2,3,1,7.106
0.33,4,5,7,6.792
0.71,0,1,4,7.973
1.03,3,4,2,8.313
2.16,4,6,3,9.823
0.73,4,3,1,8.036
0.8,4,5,3,7.975
0.3,2,1,1,6.265
0.96,3,3,2,8.344
0.3,4,5,3,6.125
0.48,2,2,6,7.557
0.72,4,3,4,7.776
1.01,1,2,5,8.854
0.44,4,4,1,6.847
1.12,4,0,1,8.875
0.3,4,5,6,6.314
1.11,3,3,2,8.244
0.71,4,1,4,7.969
2.0,1,6,0,8.783
0.9,4,2,1,8.417
2.21,3,4,0,8.785
0.31,2,1,1,6.548
0.57,4,2,1,7.169
0.81,2,6,1,7.817
0.3,2,2,6,6.702
2.05,4,3,1,9.841
1.01,0,3,1,8.208
0.53,4,1,4,7.454
0.4,4,1,1,6.542
0.34,2,1,4,6.613
1.01,1,0,4,8.772
1.61,3,4,3,9.413
0.32,4,2,6,6.967
0.36,4,4,5,6.535
1.0,3,1,4,8.877
1.21,3,5,1,8.598
0.91,1,4,4,8.289
0.76,3,2,1,7.875
1.53,2,3,2,9.043
2.01,3,4,4,9.752
0.73,3,1,4,7.973
1.0,2,2,1,8.509
1.11,3,4,1,8.578
1.02,3,2,3,8.921
1.02,3,3,2,8.267
0.79,2,1,1,7.935
0.31,2,3,1,6.315
0.56,4,0,4,7.582
1.11,4,6,1,8.411
1.52,4,4,4,9.33
0.6,1,2,4,7.57
1.56,3,1,2,9.201
0.78,3,3,4,7.938
1.06,4,4,2,8.359
1.37,4,3,3,9.299
0.73,4,2,2,7.721
0.3,4,1,5,6.609
0.38,4,3,6,7.039
0.52,4,1,4,7.504
0.59,4,1,1,7.489
0.3,1,4,1,6.068
0.41,4,0,3,6.927
1.31,4,4,3,9.08
0.31,4,1,6,6.619
2.02,4,4,1,9.42
0.4,2,2,7,7.247
0.41,4,2,7,7.391
1.05,2,3,2,8.415
0.41,3,3,4,6.967
0.58,3,3,5,7.588
0.23,2,0,6,6.184
0.4,1,2,4,6.583
1.29,4,4,1,8.768
0.55,2,1,4,7.488
0.68,2,3,7,8.053
1.13,3,3,6,9.072
0.76,4,4,1,7.757
0.95,2,3,2,8.341
0.32,3,4,4,6.405
1.02,2,1,3,8.954
1.0,4,3,3,8.87
0.52,4,0,4,7.508
0.54,4,3,3,7.498
1.24,3,2,3,9.203
0.32,4,2,4,6.719
0.54,1,2,4,7.465
0.55,3,2,2,7.141
0.72,4,0,1,7.922
1.5,2,2,1,9.303
0.41,4,5,3,6.529
2.43,4,5,2,9.79
0.92,4,6,1,8.065
1.0,3,2,1,8.574
0.74,4,4,3,7.936
1.51,4,1,2,8.892
1.11,1,6,1,8.255
1.36,4,5,1,8.884
0.3,3,0,3,6.568
1.07,2,3,4,8.744
1.06,4,3,4,8.889
0.33,3,2,4,6.75
1.52,3,4,5,9.412
0.31,4,4,1,6.043
0.75,3,2,1,7.853
0.75,3,2,4,7.95
1.7,2,3,4,9.676
0.32,4,0,4,6.736
0.47,4,3,6,7.273
0.31,3,4,4,6.192
0.35,3,5,1,6.157
0.51,1,1,1,7.393
0.58,4,3,3,7.541
0.82,3,6,1,7.682
1.01,3,4,4,8.425
0.72,3,3,4,7.8
0.91,2,4,4,8.341
0.31,4,0,5,6.89
2.01,3,2,2,9.784
0.31,2,3,5,6.561
0.7,4,1,1,7.629
0.4,3,1,3,7.026
0.91,1,2,2,7.808
0.39,4,1,4,6.732
0.4,3,3,1,6.554
0.75,4,3,5,8.263
0.9,1,2,1,8.292
0.33,3,1,4,6.583
0.32,4,0,4,6.879
0.4,4,2,5,6.946
0.9,4,5,2,7.976
0.24,2,1,6,6.184
0.7,4,4,1,7.943
0.54,4,3,6,7.616
1.5,2,2,1,9.306
1.04,2,2,2,8.381
1.24,2,4,2,8.629
0.95,0,0,2,8.127
0.27,2,1,5,6.299
1.0,1,2,1,8.485
0.32,4,0,6,6.973
0.42,2,0,1,6.6
0.53,4,3,5,7.575
0.31,4,0,1,6.347
0.32,4,0,1,6.628
0.7,1,4,5,7.867
0.9,3,3,4,8.339
0.57,1,2,4,7.427
0.9,1,4,1,8.156
1.51,2,5,6,9.314
0.72,4,0,2,7.881
0.31,4,2,4,6.438
0.71,4,1,1,7.943
0.38,4,0,3,6.848
1.6,3,1,1,9.13
0.74,4,2,2,7.872
0.33,4,1,4,6.583
0.3,4,1,4,6.738
1.02,3,1,1,8.553
0.4,4,6,4,6.395
0.54,4,4,4,7.281
0.29,2,0,5,6.397
0.61,2,3,4,7.424
1.0,2,5,2,8.094
1.01,2,3,2,8.411
0.3,4,5,4,6.082
0.34,2,5,5,6.64
0.41,3,0,5,7.212
0.31,4,3,1,6.441
1.2,1,1,1,8.849
0.58,0,2,0,6.795
0.74,4,2,1,7.969
0.4,4,6,1,6.417
1.06,4,1,2,8.288
1.01,3,0,5,8.995
0.7,2,0,4,8.049
1.07,4,3,1,8.604
1.01,3,0,1,8.62
1.1,4,1,2,8.587
0.72,2,3,5,7.969
0.82,3,5,7,8.078
0.52,4,3,3,7.504
1.34,3,3,5,9.316
1.02,2,1,4,8.792
0.43,3,3,6,7.142
0.32,3,1,6,6.951
0.71,4,1,1,7.868
0.79,2,3,2,7.817
0.37,3,1,2,6.501
0.58,4,1,4,7.541
1.49,2,4,4,9.165
1.01,3,5,1,8.326
0.84,2,0,1,8.245
1.01,1,0,2,8.351
0.24,2,1,5,6.314
1.11,0,6,2,8.308
1.25,4,4,1,8.822
1.0,3,1,2,8.387
1.12,4,3,2,8.348
1.0,3,2,1,8.487
1.0,1,1,4,8.708
0.88,2,4,4,8.152
1.25,4,0,3,9.253
0.32,4,1,4,6.802
1.61,4,5,4,9.378
2.15,2,4,2,9.745
0.71,2,2,1,7.644
0.36,4,6,3,6.24
0.9,1,4,3,8.225
0.73,2,2,6,8.221
1.23,3,2,4,9.118
0.7,4,1,1,7.928
2.02,4,4,1,9.792
1.06,3,4,4,8.663
0.73,2,6,4,7.577
1.12,4,2,5,9.234
0.42,3,3,7,7.244
2.13,4,4,1,9.813
1.51,3,2,4,9.604
0.39,4,1,3,7.024
0.29,4,4,6,6.409
1.09,3,3,4,8.537
0.55,4,3,4,7.514
1.6,4,2,1,9.463
1.01,2,5,2,8.353
0.7,2,2,6,8.087
1.63,4,6,3,9.192
0.5,4,2,1,7.156
1.0,4,3,3,8.942
1.01,3,2,4,8.785
0.31,3,3,4,6.075
0.54,4,2,2,7.001
0.54,4,2,5,7.755
0.76,2,1,1,7.868
0.9,2,0,2,8.198
0.55,1,0,2,7.148
0.51,3,0,4,7.564
0.31,2,0,1,6.596
0.9,1,5,6,8.227
0.76,3,1,5,8.234
1.08,3,2,2,8.409
0.76,2,3,5,8.13
0.41,4,2,7,7.048
1.12,2,0,2,8.563
0.4,4,3,7,7.114
2.01,2,6,4,9.518
2.01,3,4,4,9.65
0.51,3,4,1,7.131
1.01,1,3,3,8.746
1.07,4,4,2,8.435
1.51,3,4,4,9.354
1.16,3,5,2,8.372
0.4,3,0,2,6.501
1.03,4,2,2,8.359
0.43,1,0,1,6.652
0.31,4,2,4,6.687
1.5,4,4,2,9.061
1.03,1,0,1,8.617
0.31,1,2,4,6.368
1.73,3,4,2,8.849
0.3,3,1,4,6.489
0.82,2,3,4,8.168
0.72,2,6,3,7.633
0.35,3,0,4,6.969
0.55,1,1,4,7.435
2.11,2,0,2,9.82
0.52,1,2,4,7.381
1.09,3,4,2,8.468
0.54,4,0,4,7.475
1.5,2,2,4,9.463
0.53,4,0,1,7.611
0.33,2,3,3,6.75
1.05,4,2,6,9.189
1.01,2,1,4,8.721
1.01,4,3,4,8.748
0.73,4,3,1,7.857
1.0,2,3,1,8.616
0.55,4,2,5,7.715
0.84,1,3,3,8.107
0.51,3,3,6,7.655
0.7,1,2,2,7.654
0.33,4,5,1,6.138
0.23,2,2,5,6.273
0.83,4,2,1,8.296
0.77,2,6,4,7.676
1.04,4,3,4,8.847
0.33,4,1,6,6.748
1.0,1,1,2,8.215
2.22,4,5,2,9.576
0.23,2,4,5,6.066
1.01,4,1,4,8.847
0.36,3,1,3,6.748
2.01,2,4,3,9.676
0.28,4,1,5,6.719
1.53,1,5,2,8.738
1.13,3,1,1,8.552
0.75,2,1,4,8.221
2.41,4,5,2,9.74
0.42,4,0,4,6.854
1.04,3,1,2,8.398
1.02,4,5,2,8.34
1.01,2,4,1,8.457
0.4,1,1,1,6.532
0.25,2,1,5,6.354
1.5,2,6,5,9.138
1.24,3,3,5,9.248
0.31,2,5,1,6.011
0.62,0,6,1,7.004
0.9,2,4,3,8.368
0.51,4,3,6,7.603
1.02,1,4,2,8.204
0.7,2,0,1,7.959
0.5,2,0,1,7.136
0.3,1,2,6,6.525
0.31,3,4,1,6.324
0.56,4,1,3,7.606
0.38,4,1,3,6.829
0.82,4,2,2,7.946
0.62,3,2,3,7.571
0.54,4,1,4,7.521
0.32,4,3,6,6.596
0.53,4,3,4,7.382
0.4,1,5,3,6.603
1.04,4,3,3,8.906
0.7,2,3,5,7.985
0.51,2,1,4,7.371
0.32,4,2,1,6.373
0.3,4,3,4,6.301
1.2,3,2,2,8.709
0.49,3,2,4,7.14
0.3,3,0,1,6.564
1.63,4,0,2,9.238
0.57,4,4,1,7.164
0.92,3,2,2,8.096
0.43,3,3,5,7.029
0.6,2,0,4,7.593
2.39,3,4,1,9.675
1.0,0,0,2,8.103
0.24,4,2,4,6.038
1.01,4,6,4,8.438
0.31,4,2,7,7.063
1.28,2,5,1,8.686
2.0,1,4,4,9.55
0.32,2,4,3,6.33
0.39,0,3,7,7.027
0.32,3,4,1,6.382
1.53,4,0,4,9.754
0.54,4,3,3,7.452
0.9,2,1,1,8.37
0.4,3,5,2,6.372
0.73,4,4,4,7.92
0.55,1,3,1,7.101
0.35,4,0,4,6.969
1.02,2,0,2,8.51
0.72,2,2,1,7.89
0.72,2,3,1,7.748
0.34,3,4,4,6.535
2.0,1,1,2,9.678
1.01,3,0,1,8.728
0.38,4,4,5,6.938
1.5,1,4,2,8.894
0.5,4,0,4,7.425
0.81,2,3,5,8.289
0.74,2,2,2,7.622
1.5,2,3,2,8.868
0.3,4,1,5,6.658
1.06,2,2,7,9.152
0.36,2,2,3,6.715
0.4,4,0,4,6.821
0.54,3,3,1,7.2
0.33,4,2,5,6.635
0.51,3,2,4,7.246
2.02,1,5,3,9.772
0.7,2,1,2,7.583
1.01,3,3,5,8.905
0.26,4,1,5,6.645
0.7,1,0,3,8.083
0.41,1,0,1,6.575
0.38,4,1,6,7.144
1.53,3,4,2,9.048
0.7,0,2,0,6.851
0.53,4,3,3,7.451
0.41,4,2,5,7.017
1.0,1,4,3,8.643
0.42,4,3,3,6.825
0.41,3,3,4,6.967
1.02,3,0,2,8.556
1.06,4,5,3,8.626
1.15,2,1,2,8.355
0.7,0,4,5,7.824
1.8,3,5,2,9.043
0.58,2,3,1,7.236
0.35,3,0,1,6.468
1.17,4,5,2,8.409
0.2,2,1,4,5.905
0.41,4,2,3,7.073
0.7,3,2,5,7.998
0.32,3,2,1,6.528
0.46,3,0,4,7.236
0.78,4,3,3,8.226
1.01,0,0,4,8.728
1.06,4,2,0,8.173
1.2,4,4,2,8.382
0.7,1,3,1,7.7
0.31,4,4,6,6.509
1.01,1,6,3,8.34
1.0,1,0,4,8.726
0.37,2,4,3,6.544
0.54,4,2,4,7.416
1.03,3,4,1,8.503
1.2,2,5,3,8.58
0.3,3,3,3,6.654
0.78,4,4,5,8.011
0.71,4,3,3,7.896
0.31,2,6,1,5.866
1.01,4,0,1,8.62
0.94,3,1,1,8.429
0.41,4,2,6,7.054
0.43,4,0,3,7.142
0.32,4,1,3,6.605
1.71,4,1,2,9.471
2.02,3,3,1,9.781
0.41,4,1,5,7.231
1.27,3,5,1,8.646
1.01,2,2,1,8.664
1.54,4,3,3,9.592
0.38,4,0,2,6.395
0.7,0,1,2,7.863
0.7,4,4,4,7.814
0.42,2,1,5,7.062
0.33,4,3,2,6.387
1.09,3,4,4,8.698
0.91,2,1,2,8.23
0.71,0,3,1,7.741
1.14,4,4,4,8.715
0.71,2,2,1,7.695
0.8,3,3,2,7.795
0.53,0,1,1,7.159
0.7,2,6,1,7.459
2.0,3,6,4,9.485
0.31,3,4,4,6.443
0.61,4,5,5,7.532
1.52,1,6,1,8.857
1.08,3,2,2,8.391
0.41,2,5,6,6.76
0.51,4,1,4,7.485
1.01,1,2,1,8.375
1.53,3,5,3,9.238
0.3,4,1,4,6.489
0.31,4,0,4,6.599
0.47,4,4,2,6.662
0.56,4,2,1,7.273
0.36,4,4,5,6.837
0.39,4,5,3,6.954
0.31,2,4,4,6.192
0.38,4,2,6,7.136
1.37,2,3,2,8.822
0.31,2,6,1,5.894
1.05,0,4,2,7.907
0.31,4,2,4,6.687
1.12,3,4,4,8.708
0.56,4,4,6,7.506
0.9,2,2,0,7.696
0.8,2,0,7,8.83
0.31,3,4,5,6.438
0.74,2,3,2,7.724
0.5,4,1,1,7.378
1.1,3,4,1,8.5
0.71,4,5,7,7.901
0.33,3,1,7,7.096
1.01,3,4,2,8.207
0.22,3,2,1,6.153
2.02,1,3,2,9.467
0.61,3,0,1,7.537
0.28,2,2,5,6.443
0.74,2,1,2,7.779
0.52,2,4,3,7.414
0.71,3,0,1,7.977
2.63,3,6,0,9.271
0.99,4,2,1,8.653
0.81,4,4,4,8.034
0.42,4,3,1,6.683
2.11,2,5,1,9.598
0.31,4,4,4,6.229
0.3,2,0,4,6.342
0.3,4,2,1,6.463
0.32,2,4,1,6.356
1.0,0,2,2,8.227
1.23,3,2,2,8.706
0.72,2,4,2,7.571
1.0,0,4,2,8.068
0.95,4,3,4,8.423
0.31,1,5,1,6.19
0.4,2,2,3,6.667
0.34,4,4,4,6.286
0.59,3,1,1,7.346
0.71,3,3,7,8.2
0.5,4,5,6,7.223
2.06,4,0,2,9.819
0.41,4,3,7,7.266
0.32,4,2,7,6.849
0.31,4,0,1,6.596
0.73,0,1,1,7.748
0.5,4,0,4,7.52
0.3,4,3,3,6.654
1.01,1,1,3,8.872
1.04,2,3,4,8.729
0.79,3,2,4,8.036
1.0,3,2,1,8.505
1.0,3,4,2,8.033
1.06,4,3,2,8.404
0.71,3,0,1,7.96
1.0,2,2,1,8.458
1.02,4,5,2,8.323
0.57,3,3,3,7.523
0.9,1,0,1,8.405
0.32,4,2,4,6.719
0.33,3,4,7,6.918
1.24,4,6,4,8.801
1.0,2,4,2,8.385
0.33,4,1,4,6.583
1.51,2,4,6,9.471
0.67,3,2,4,7.701
0.33,4,1,5,6.687
0.35,4,4,1,6.196
0.5,4,3,5,7.484
0.58,4,2,1,7.358
0.52,2,2,1,7.169
1.1,3,3,4,8.762
1.5,3,2,2,9.131
1.52,3,5,2,8.901
0.3,4,4,6,6.5
1.5,2,1,1,9.271
0.82,4,1,2,7.889
1.02,1,4,0,7.92
0.31,2,3,5,6.425
0.56,2,1,4,7.506
1.06,2,3,4,8.777
1.32,0,5,1,8.71
0.6,2,3,7,7.937
1.07,2,3,2,8.376
1.0,2,3,4,8.631
0.32,4,1,1,6.33
0.38,1,2,4,6.801
0.3,3,1,2,6.292
0.57,2,1,4,7.499
0.32,3,3,4,6.33
1.07,3,4,1,8.541
0.41,4,1,3,6.984
1.01,2,2,4,8.642
1.0,3,0,3,9.028
1.25,4,5,2,8.574
1.5,2,5,4,9.102
1.01,4,6,4,8.399
0.28,1,2,5,6.39
1.01,1,3,1,8.431
0.51,4,3,5,7.588
0.52,1,2,2,7.065
0.4,4,4,4,6.586
1.58,4,3,1,9.387
1.03,2,5,2,8.68
0.34,3,0,4,6.691
0.7,2,1,2,7.724
0.51,4,3,3,7.398
0.94,4,3,6,8.778
1.05,2,3,5,8.945
2.17,2,5,1,9.665
1.53,4,6,3,9.099
0.23,2,0,6,6.157
1.51,1,6,4,8.844
0.93,1,3,1,8.39
2.03,4,5,2,9.551
0.32,4,0,3,6.601
1.52,4,4,4,9.34
0.43,4,1,5,7.173
0.92,2,0,2,8.335
0.4,2,3,1,6.55
2.1,2,6,4,9.563
0.9,1,3,1,8.104
0.34,4,1,3,6.691
0.32,2,0,1,6.428
0.34,2,2,5,6.715
0.42,4,0,1,6.697
0.74,2,6,4,7.602
1.06,4,3,5,8.966
0.39,3,3,3,6.751
0.36,4,1,1,6.447
1.5,0,0,1,9.247
0.32,4,5,1,6.109
1.0,3,5,2,8.251
0.3,4,3,1,6.301
0.33,4,2,7,7.123
0.32,3,6,3,6.292
1.57,3,5,4,9.195
0.7,2,1,1,7.748
0.77,3,2,2,7.733
0.3,3,0,4,6.815
1.59,2,3,2,9.115
1.5,4,1,1,9.415
3.01,0,5,2,9.811
1.01,4,2,3,8.997
0.7,1,5,2,7.424
0.33,4,1,4,6.583
0.33,4,1,5,6.821
0.31,4,2,4,6.461
0.91,4,3,1,8.292
1.21,4,4,4,8.749
1.13,3,4,4,8.625
1.06,2,1,3,9.014
0.61,4,3,4,7.507
0.4,2,6,3,6.697
1.11,3,4,1,8.578
0.6,4,3,5,7.746
2.09,4,5,2,9.605
1.0,3,2,2,8.374
0.31,4,1,3,6.599
0.71,4,1,2,7.807
0.39,4,4,1,6.483
0.73,2,4,1,7.694
1.16,2,0,2,8.526
0.81,2,2,5,8.292
0.54,3,4,3,7.401
0.71,3,4,3,7.852
0.52,2,3,1,7.199
0.71,4,3,6,8.111
1.06,4,3,3,9.042
0.52,3,2,1,7.083
1.55,4,5,4,9.357
0.31,2,4,4,6.443
0.34,4,3,4,6.39
1.01,3,3,5,8.944
0.9,2,0,4,8.608
1.35,3,6,4,8.741
0.43,2,1,3,6.791
0.51,3,3,1,7.179
0.58,4,3,7,7.835
0.39,2,3,5,6.863
0.33,2,3,5,6.54
1.64,3,1,2,9.086
1.0,2,2,1,8.351
0.7,4,3,2,7.727
0.3,1,1,1,6.515
0.7,4,2,2,7.683
0.3,4,4,5,6.405
2.01,2,6,4,9.481
0.91,2,1,2,8.143
0.34,4,3,6,6.797
0.73,4,5,5,7.829
0.3,3,3,6,6.851
0.3,4,4,7,6.921
1.0,1,1,4,8.751
0.32,3,3,5,6.842
